,label,tweets,sentiment
106000,0,jakarta prlm. anggota komisi x dpr ny hj popong otje djundjunan mengatakan sistem ujian nasional sudah b LINK,0
106001,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106002,0,pelaksanaan un sangat jelek jakarta prlm. anggota komisi x dpr ny hj popong otje djundjunan mengatakan sistem ujian nasional s,-1
106003,0,USER_MENTION dearmuhnuh USER_MENTION ujian nasional tahun menjadi bahan percobaan heeh da aing teh bahan percobaan bangsat,0
106004,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106005,2,besok terakhir ujian nasionalmetallm,-1
106006,2,tipe darah celoteh kertas bernama ujian nasional tipedarah oleh munif chatib sudah hampir tahun aku LINK,0
106007,0,pelaksanaan un sangat jelek jakarta prlm. anggota komisi x dpr ny hj popong otje djundjunan mengatakan sistem ujian nasional s,-1
106008,0,pelaksanaan un sangat jelek jakarta prlm. anggota komisi x dpr ny hj popong otje djundjunan mengatakan sistem ujian nasional s,-1
106009,1,USER_MENTION yeah indo lagi ujian nasional malahan wanna die.,0
106010,2,selamat berlibur yang baru saja selesai ujian nasional nya,1
106011,0,USER_MENTION semoga sukses buat yg besok mau menjalani ujian nasional. semoga sukses juga buat yg lagi menjalani ujian hidup.,1
106012,1,LINK via USER_MENTION,0
106013,1,jngn pak USER_MENTION pak USER_MENTION yang terhormat kami mintak ujian nasional ditahun dihapus kan,0
106014,1,contoh lembar jawaban ujian nasional ljun LINK lewat USER_MENTION,0
106015,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106016,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106017,2,ironis peserta ujian nasional sma di bali dibekali kunci jawaban sebelum ujian LINK,-1
106018,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106019,1,USER_MENTION cie yang besok tinggal hari lagi ujian nasional nya good luck kawan ganbatte,1
106020,0,siswa di manokwari kesulitan mengerjakan soal un manokwari selama pelaksanaan ujian nasional un tingkat s LINK,0
106021,0,USER_MENTION semoga sukses buat yg besok mau menjalani ujian nasional. semoga sukses juga buat yg lagi menjalani ujian hidup.,1
106022,2,ya berilah kesembuhan pada diri hamba agar bisa mengikuti ujian nasional besok amp,1
106023,0,USER_MENTION di finlandia nggak ada istilah ujian nasional tapi mereka pintar di indonesia banyak murid depresi terhadap un,1
106024,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106025,0,anda tau berapa anggaran diknas yang di gunakan untuk ujian nasional its almost billion rupiah wow fantastis,1
106026,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106027,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106028,0,USER_MENTION ujian nasional bukanlah apa2 dibanding ujian hidup. kalian masih hidup kan kalo masihberarti kalian pasti bisa melalui ini dan sukses,1
106029,1,ujian nasional di kelas USER_MENTION kepogaul yang bikin kamu semangat hari ini apasih,1
106030,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106031,0,USER_MENTION ujian nasional seharusnya di hapuskan. sekolah tiga tahun di tentukan dalam waktu empat hari itu pasti menjengkelkan menurut saya.,0
106032,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106033,1,USER_MENTION ujian nasional hapus basmi koruptor pemerintah jujur indonesia maju rakyat indonesiaaaa.sby,1
106034,1,USER_MENTION liga ujian nasional final v ipa kick off di sekolah masingmasing,0
106035,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106036,1,pak USER_MENTION yang terhormat kami mintak ujian nasional ditahun dihapus kan,0
106037,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106038,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106039,1,USER_MENTION linkin park. waiting for the end. ujian nasional,0
106040,1,USER_MENTION ujian nasional hapus basmi koruptor pemerintah jujur indonesia maju rakyat indonesiaaaa.sby,1
106041,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106042,2,ujian nasional cukup butuh perhatian,1
106043,1,USER_MENTION retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106044,0,USER_MENTION ujian nasional bukanlah apa2 dibanding ujian hidup. kalian masih hidup kan kalo masihberarti kalian pasti bisa melalui ini dan sukses,1
106045,2,retweet yang setuju un ujian nasional dihapus dihilangkan sby,0
106046,1,USER_MENTION ujian nasional hapus basmi koruptor pemerintah jujur indonesia maju rakyat indonesiaaaa.sby,1
106047,1,USER_MENTION liga ujian nasional final v ipa kick off di sekolah masingmasing,0
106048,1,USER_MENTION USER_MENTION okezone asal usul paket ujian nasional LINK,1
106049,1,USER_MENTION USER_MENTION cemungutt buat kelas besok hari terakhir ujian nasional semoga kita semua lulus amin o,0
106050,1,USER_MENTION forum guru besar adukan kisruh ujian nasional ke mk LINK,-1
106051,2,lulus ujian nasional aminn ya allah,0
106052,1,USER_MENTION inilah penjagaan super ketat untuk ujian nasional metrotipi LINK,0
106053,1,USER_MENTION cemungutt buat kelas besok hari terakhir ujian nasional semoga kita semua lulus amin o,0
106054,2,linkin park. waiting for the end. ujian nasional,0
106055,0,USER_MENTION hal ini sudah kelewat batas diknas masih saja berkutat dengan apa yang kita ketahui sebagai ujian nasional,0
106056,0,semoga sukses buat yg besok mau menjalani ujian nasional. semoga sukses juga buat yg lagi menjalani ujian hidup.,1
106057,1,ujian nasional smp juga kacaukalau beginiyang harus ujian ya kemendikbud hehe USER_MENTION,0
106058,2,liga ujian nasional final v ipa kick off di sekolah masingmasing,0
106059,1,ujian nasional. paling skarat USER_MENTION,0
106060,0,abong smk jeung sma dek di gratis keun jadi ngaruh ka ujian nasional teu pararuguh pemerintah mah,1
106061,1,USER_MENTION semangat beb USER_MENTION ujian nasional day3 bismillah allahumma yassir walaa tuassir,0
106062,0,besok hari terakhir pake baju putih biru dan hari terakhir ujian nasional bakalan kangen sama anak USER_MENTION nba,-1
106063,0,sehari ini berita di tv klo ga ttg eksekusi susnobbmujian nasional caleg parpol. ga ada positifnya sama sekali. apa hikmahnya coba,1
106064,0,bicara ttg unujian nasional berarti bicara ttg paranoid yg menyerang secara mendadak ampamp brutal. tahun di tentukan dgn hari,-1
106065,1,USER_MENTION ujian nasional hapus basmi koruptor pemerintah jujur indonesia maju rakyat indonesiaaaa.sby,1
106066,0,tetap semangat ya buat yg bsk msh ujian nasional. yg drmhnya lg padam listrik jg ttp semangat ya. jgn bnyak ngeluh. banyak belajar aja d,0
106067,0,jangan hapus un pak naikkan kualitas bahan dan pengawasannya USER_MENTION ujian nasional hapus basmi koruptor pemerintah jujur,1
106068,1,besok hari terakhir ujian nasional ganbatte shan USER_MENTION,-1
106069,2,cemungutt buat kelas besok hari terakhir ujian nasional semoga kita semua lulus amin o,0
106070,0,USER_MENTION hal ini sudah kelewat batas diknas masih saja berkutat dengan apa yang kita ketahui sebagai ujian nasional,0
106071,0,dearmuhnuh USER_MENTION ujian nasional tahun menjadi bahan percobaan heeh da aing teh bahan percobaan bangsat,0
106072,0,bicara ttg unujian nasional berarti bicara ttg paranoid yg menyerang secara mendadak ampamp brutal. tahun di tentukan dgn hari,-1
106073,0,USER_MENTION ujian nasional sangat rasional klo bapa menghendaki saya harap sistem un tetap ada dan lebih diawasi dan didedikasikan,1
106074,0,hasilnya kapan boleh tau USER_MENTION kpk tengah telaah dugaan penyimpangan ujian nasional LINK,0
106075,1,USER_MENTION ujian nasional cepet e koyok ngene ta,1
106076,1,USER_MENTION ngawas ujian nasional. ga ada liburnya,0
