,label,tweets,sentiment
11000,2,latifa sang peraih nilai sempurna ujian nasional sd LINK,0
11001,1,USER_MENTION ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
11002,1,tweeter itu socialnet yang damai tapi kalo udah muncul USER_MENTION di tl serasa ujian nasional.,1
11003,2,gue udh pernah ngerasain degdegannya beli tiket online berasa mau ujian nasional,1
11004,1,cockmi syg latifah saya itu hahaha USER_MENTION kaukah USER_MENTION hahaUSER_MENTION latifa sang peraih nilai sempurna ujian nasional sd,0
11005,0,USER_MENTION tips keliatan keren pas ujian nasional ketika selesai mengerjakan robeklah kertas soalnya sambil menjerit gampang banget sampah,1
11006,1,ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
11007,0,USER_MENTION pacaran lama lama ujung ujungnya putus itu rasanya kaya ga lulus ujian nasional. belajar ujung2nya ga lulus. selamat beraktifitas,-1
11008,0,oh gto enak yo jurusane jd apa lo di sby USER_MENTION iyaa sebelum ujian nasional udah dibuka tesnya jadi pengumumannya sebelum,1
11009,0,USER_MENTION iyaa sebelum ujian nasional udah dibuka tesnya jadi pengumumannya sebelum kelulusan,0
11010,1,ngurek pantat USER_MENTION haha ngurek2 USER_MENTION kyak ujian nasional USER_MENTION susah bgt soalnya USER_MENTION,0
11011,1,haha ngurek2 USER_MENTION kyak ujian nasional USER_MENTION susah bgt soalnya USER_MENTION,0
11012,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktifkeahlian. o,-1
11013,0,masuk yah dia aaaa enak amat_ USER_MENTION enak bgt sih sasa bisa masuk smp favorit jadi geregetan gue buat ujian nasional,1
11014,2,enak bgt sih sasa bisa masuk smp favorit jadi geregetan gue buat ujian nasional,1
11015,1,USER_MENTION USER_MENTION USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktifkeahlian. o,-1
11016,1,USER_MENTION USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktifkeahlian. o,-1
11017,0,USER_MENTION kalo ndk lulus snmptn itu tdk jadi masalah yg jadi masalah itu kalo ndk lulus ujian nasional ttp bersyukur kn tuhan punya rencana,1
11018,0,USER_MENTION kalo ndk lulus snmptn itu tdk jadi masalah yg jadi masalah itu kalo ndk lulus ujian nasional ttp bersyukur kn tuhan punya rencana,1
11019,1,bah makace d USER_MENTION selamat buat USER_MENTION juga yg lulus ujian nasional masuk peguruan tinggi,0
11020,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktifkeahlian. o,-1
11021,2,kelingan rasane keseel sumpek bosen emosi pas persiapan go ujian nasional,1
11022,0,kalo ndk lulus snmptn itu tdk jadi masalah yg jadi masalah itu kalo ndk lulus ujian nasional ttp bersyukur kn tuhan punya rencana,1
11023,1,selamat buat USER_MENTION juga yg lulus ujian nasional masuk peguruan tinggi,0
11024,1,kyak ujian nasional USER_MENTION susah bgt soalnya USER_MENTION gini soalnya cont LINK,0
11025,1,hoohrt USER_MENTION owh gthmmm USER_MENTION surat keterangan hasil ujian nasional kalo gak salah USER_MENTION LINK,1
11026,0,setelah hasil ujian nasional yang bikin down karena kalah sama yang beruntung dan hasil minta sekarang harus benarbenar berbesar hati,-1
11027,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktifkeahlian. o,-1
