,label,tweets,sentiment
86000,0,ulangan semester genap ujian praktek ujian sekolah ujian nasional_semangat t_t,1
86001,1,USER_MENTION rahasia sukses ujian nasional kunjungi website di bio kami dan follow USER_MENTION,1
86002,1,wkwk paket si d USER_MENTION news anggaran ujian nasional di balikpapan minim LINK,-1
86003,0,semangat gembel USER_MENTION ujian sekolah terus ujian praktek dan ujian nasional god always help,0
86004,0,try out diknas ujian akhir sekolah ujian praktek ujian nasional ndangmari ndangwes ndaskungelu,-1
86005,1,USER_MENTION belum mbak yang ujian nasional tgl kalo ndak april,-1
86006,2,ujian sekolah terus ujian praktek dan ujian nasional god always help,0
86007,0,mending capek ngurusin ujian nasional USER_MENTION mending capek ngurusin cinta daripada capek ngurusin mpkt b.,1
86008,2,menuju ujian nasional. semangat,0
86009,2,ujian praktek ujian sekolah ujian nasional nyesek,0
86010,2,setahun lalu sesudah ujian nasional,0
86011,0,mesti mikirin ujian praktek mesti ujian akhir sekolah dan akhirnya ujian nasional. ya kan,-1
86012,1,oke adiks USER_MENTION harus siap dong d USER_MENTION hay ujian sekola hay ujian praktek hay ujian nasional aku belom,1
86013,1,makasi syg USER_MENTION semangatttt USER_MENTION hay ujian sekola hay ujian praktek hay ujian nasional aku belom siap,1
86014,2,bentar lagi ujian nasional doain aku lulus yah,0
86015,1,jd gk min USER_MENTION news anggaran ujian nasional di balikpapan minim LINK,-1
86016,0,USER_MENTION rtUSER_MENTION semoga di mudahkan dlm ujian sekolah dan ujian nasional dan sma lulus semua amin ya allah o,1
86017,2,news anggaran ujian nasional di balikpapan minim LINK,-1
86018,0,aminrtUSER_MENTION rtUSER_MENTION semoga di mudahkan dlm ujian sekolah dan ujian nasional dan sma lulus semua amin ya allah o,1
86019,0,rtUSER_MENTION semoga di mudahkan dlm ujian sekolah dan ujian nasional dan sma lulus semua amin ya allah o,1
86020,1,USER_MENTION USER_MENTION ujian nasional sampe paket indonesiabanget,0
86021,1,USER_MENTION USER_MENTION USER_MENTION USER_MENTION ujian nasional sampe paket indonesiabanget,0
