,label,tweets,sentiment
22000,2,perdana ujian pesantren berkunci kunci kayak ujian nasional hahahaha,0
22001,1,USER_MENTION rata2 apa wiky ujian nasional aja atau yg dikertas,0
22002,0,ramadhan ini adalah ujian nasional banyak yg tidak lulus dan dipanggil duluan,0
22003,2,minmut seneng bgttt ada di fb initp dlm waktu dkt pasti akn sulit utk on soalny mw ujian nasional tp cont LINK,0
22004,1,USER_MENTION ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
22005,1,USER_MENTION nama itu begitu familiar saat ujian nasional sma kala itu haha,0
22006,1,USER_MENTION kasian deh ehh haha USER_MENTION thr liburan sklh dikasih soal ujian sekolah dn ujian nasional seabrek eww,1
22007,0,kasian deh ehh haha USER_MENTION thr liburan sklh dikasih soal ujian sekolah dn ujian nasional seabrek eww,1
22008,2,thr liburan sklh dikasih soal ujian sekolah dn ujian nasional seabrek eww,1
22009,1,abang lebay USER_MENTION hmmmmm harus di akui move on emang lebih susah dari soal ujian nasional hupf,-1
22010,2,hmmmmm harus di akui move on emang lebih susah dari soal ujian nasional hupf,-1
22011,0,banjur USER_MENTION bangunin orang dari tidurnya tuh lebih susah daripada ujian nasional. ga bangunbangun diaaaaz,-1
22012,0,bangunin orang dari tidurnya tuh lebih susah daripada ujian nasional. ga bangunbangun diaaaaz,-1
22013,1,sejak kapan gue kawin sama bapak lo p rtUSER_MENTION sabar buk USER_MENTION ujian pesantren kaya ujian nasional aja wkwk,1
22014,2,bersabar itu jauh lebih sulit dari soalsoal ujian nasional inget terus ayu biar gak ngeluh harus sabar tabah,0
22015,1,udeh lewat coooyyy USER_MENTION ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
22016,0,wayyy bolehlah eh hahahd iy mas lebaran dipagarlam hehe maen oo kesini USER_MENTION iyo ngalahke ujian nasional lebaran ini,0
22017,0,iyo ngalahke ujian nasional lebaran ini dmn ci di pgr alam e USER_MENTION amin amin cknyo besak nian ujian tu hahaha d,1
22018,0,msh mending ian klo un aja mah dina.mh d tmbh sama ujian kesehatan USER_MENTION dinnafitriana ohh iya yah dinujian nasional yah d,0
22019,2,bete tingkat ujian nasional,0
22020,0,yee dasar bocah lulusan kemaren sore masih aja bahasnya un mulu ahahah USER_MENTION USER_MENTION gue bisanya tendangan ujian nasional wkwk,0
22021,1,USER_MENTION gue bisanya tendangan ujian nasional wkwk,0
22022,0,himpunan semesta dari ujian nasional sdsma ataupun ujian sidang itu ujian hidup,1
22023,0,pelajar yang baik ialah orang yang sering menulis nama mantan disaat ujian nasional sakingbaiknya o.o,1
22024,0,aminn o USER_MENTION ujian nasional amp snmptn di depan mata bentar lagi apakah bisa ngerubah cont LINK,0
22025,0,ujian nasional amp snmptn di depan mata bentar lagi apakah bisa ngerubah semuanya dengan waktu yang tersisah come on juf trust yourself,1
22026,1,kayanya waktu sma gw ga pernah belajar geografi deh. tiba2 langsung ujian nasional ajah. wkwk USER_MENTION USER_MENTION,-1
22027,1,sabar buk USER_MENTION ujian pesantren kaya ujian nasional aja wkwk,1
22028,2,ujian pesantren kaya ujian nasional aja wkwk,1
22029,1,USER_MENTION hiyah lu mau ujian nasional p wakwak,0
22030,2,ujian pesantren udah kaya ujian nasional aja pake bocoran kunci segalaaa,1
22031,1,USER_MENTION taun lalu masuk di ujian nasional taman kanak kanak,0
22032,2,ujiannya pake paket ini ujian pesantren apa ujian nasional,0
22033,1,makasih teh isti semangat USER_MENTION ayoo semangaatt USER_MENTION sebentar lagi ujian nasional. dan gw masih,0
22034,0,ayoo semangaatt USER_MENTION sebentar lagi ujian nasional. dan gw masih bingung nentuin ini dan itu buat kuliah.,-1
22035,0,USER_MENTION sebentar lagi ujian nasional. dan gw masih bingung nentuin ini dan itu buat kuliah.,-1
