,label,tweets,sentiment
49000,2,yailahdeg degan nya mirip lu di pergokin nyontek pas ujian nasional.,0
49001,1,USER_MENTION USER_MENTION selamat ya buat ade ade kelas yang sekarang ujian nasional paket katanya untung masihlimadulu,0
49002,1,USER_MENTION USER_MENTION selamat ya buat ade ade kelas yang sekarang ujian nasional paket katanya untung masihlimadulu,0
49003,2,ujian nasional itu fungsinyo apo to pemerintah government,0
49004,0,USER_MENTION selamat ya buat ade ade kelas yang sekarang ujian nasional paket katanya untung masihlimadulu,0
49005,0,selamat ya buat ade ade kelas yang sekarang ujian nasional paket katanya untung masihlimadulu,0
49006,0,udah november aja yah bentar lagi semesteran dan ujian nasional dan kita pisah d,0
49007,1,USER_MENTION pas ujian nasional USER_MENTION rajamkepo pernah tidur dikelas waktu pelajaran ape,0
49008,0,sperti pilihan ganda pada ujian nasional USER_MENTION kamu selalu mempunyai pilihan tapi terkadang hanya kamu saja yang salah menentukann,0
49009,0,USER_MENTION kalau tidak ada perubahan ujian nasional mulai dilaksanakan pada hari jumat tanggal april,-1
49010,0,un nya mah msh lamaaa mas bulan april kalo ga salah hehe. iyaa mas makasih yaa doanya USER_MENTION dhanikirana ujian nasional,1
49011,2,lulus ujian nasional o o obbl l o,0
49012,1,USER_MENTION ujian nasional lah. haha goodluck buat unernya lah,0
49013,0,USER_MENTION kalau tidak ada perubahan ujian nasional mulai dilaksanakan pada hari jumat tanggal april,-1
49014,0,USER_MENTION kalau tidak ada perubahan ujian nasional mulai dilaksanakan pada hari jumat tanggal april,-1
49015,2,ujian kimia macam ujian nasional banyak kali materinya,0
49016,1,USER_MENTION ujian nasional palalu uji nyali dul,0
49017,1,surat kelulusan hasil ujian nasionalUSER_MENTION eh skhun itu apa yah lupa gua xd,-1
49018,0,surat keterangan hasil ujian nasional kalo gak slah yaa USER_MENTION eh skhun itu apa yah lupa gua xd,-1
49019,1,ciyus miapah USER_MENTION ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
49020,2,ya tuhan gak terasa ujian nasional tinggal menghitung bulan lagi,-1
49021,1,USER_MENTION jgn dianggap serius. ini cuma twitter bukan ujian nasional ngapain dipikirin.,-1
49022,1,USER_MENTION jgn dianggap serius. ini cuma twitter bukan ujian nasional ngapain dipikirin.,-1
49023,0,USER_MENTION ujian nasional biasa dilaksanakan pada minggu ke tiga di bulan april.,1
49024,2,jgn dianggap serius. ini cuma twitter bukan ujian nasional ngapain dipikirin.,-1
49025,2,pusing banget rasanya mau hadapin ujian nasional yang semua soal berbedabeda,-1
49026,1,eh bukuku juga enggakd wkw piat2 sukses ujian nasional nggunUSER_MENTION USER_MENTION buku ku enggak lhe aku takute udah mbuat eh salah,0
49027,1,USER_MENTION harusnya sih sama jes. soalnya kan ujian nasional,-1
49028,1,panganten ujian nasional USER_MENTION USER_MENTION USER_MENTION panganten uji emisi.,0
49029,1,terimakasih USER_MENTION ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
49030,1,amin USER_MENTION smga gk jadi dtrapkan hho USER_MENTION ujian nasional ada paket,0
49031,2,menjelang ujian nasional belum bisa fokus untuk nulis lagi,0
49032,0,USER_MENTION um itu biasanya habis ujian nasional masalh tangglnya belum jelas selain akuntan mau jurusan apa,-1
49033,1,makasih babyyyy USER_MENTION happy birthday ka kariin moga sukses di ujian nasional nanti USER_MENTION,1
49034,0,USER_MENTION yah lo lagian taroan ama die. bayarnye ntar pas mau ujian nasional kalo ga tunggu setahun dulu baru bayar. wkwkwk,-1
49035,1,USER_MENTION un yang ujian nasional kapan itu devil laugh gak tega peluk,0
49036,0,haha d dpa inga tangkis botak s jdi mcam profesor2 torang d USER_MENTION haha siap2 klo s ujian nasional mmg s tda m tmbuh2 in rmbut d,-1
49037,0,haha siap2 klo s ujian nasional mmg s tda m tmbuh2 in rmbut d sma dgn pak aziz dang d USER_MENTION iyo sdkit dmi sedikit rmbut s jga r,-1
49038,0,kumaha anjeunlah rek suudon sakumaha ge haha sabodo teuing da teu ngurus maneh mening ngurus otak keur ujian nasional,0
49039,1,USER_MENTION haha ya ncek nnti bae klo udh ujian nasional bebas heh pacar lu spa,0
49040,0,USER_MENTION ish su november e sadiki lai desember abis itu januari blnya lai april abis itu ujian nasional sma hidupku masih panjang yah,-1
49041,0,besok dah mlai pengayaan kls mts alhuda y pergi pagi pulang sore bwat persiapan ujian nasional nanti do akan yach,0
49042,2,triktrik menghadapi ujian nasional LINK,0
49043,0,ish su november e sadiki lai desember abis itu januari blnya lai april abis itu ujian nasional sma hidupku masih panjang yah,-1
49044,0,hla terus kalau ujian nasional USER_MENTION judulnya juga ujian tengah semester ya belajarnya setengahsetengah aja.,0
49045,1,USER_MENTION ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
49046,1,USER_MENTION ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
49047,1,ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
49048,1,ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
49049,1,memang harus begitu USER_MENTION oke sdkt lby yaprt USER_MENTION ahhhh galau tingkat ujian nasional ini mah,0
49050,1,oke sdkt lby yaprt USER_MENTION ahhhh galau tingkat ujian nasional ini mah,0
49051,0,USER_MENTION jgn anggap remeh pelajaran yg kta bisa nnt tdk lulus di ujian nasionalibu alloysia theresiaquotes,-1
49052,2,ahhhh galau tingkat ujian nasional ini mah,0
49053,1,woles USER_MENTION ujian nasional,0
49054,2,ujian nasional,0
49055,0,iya uu tp kan tth menghadapi ujian nasional p kamis jg libur USER_MENTION sudah biasa smk3 pelit libur mah de untung aku mah,-1
49056,0,perayaan kelulusan ujian nasional secara positif hari ini siswa sekolah menengah atas sma dan LINK bacaanmenarik,1
49057,2,besok uang ujian nasional sekolahbesokujiannasional,0
49058,0,USER_MENTION pendidikannasional mengandalkan ujian besar seperti ujian nasional adlh kesalahan besar. harusnya dinilai dari serangkaian test,-1
49059,2,bisa ngerjain statistik itu rasanya lebih dari selesai ujian nasional,1
49060,2,yeaah aku lulus ujian nasional. yihaa aku lulus mom. kapan gue teriak kaya gni kpan lama amatt,-1
49061,2,ujian nasional sebentar lagi,1
49062,1,USER_MENTION rajinny belasafira buat persiapan ujian nasional bahasa banci yes,0
49063,2,ganteng kaya gt wanita matre. pahami rumusnya utk ujian nasional mtk,1
49064,0,USER_MENTION pendidikannasional mengandalkan ujian besar seperti ujian nasional adlh kesalahan besar. harusnya dinilai dari serangkaian test,-1
49065,2,bete tingkat ujian nasional o.0,0
49066,0,USER_MENTION pendidikannasional mengandalkan ujian besar seperti ujian nasional adlh kesalahan besar. harusnya dinilai dari serangkaian test,-1
49067,0,USER_MENTION pendidikannasional mengandalkan ujian besar seperti ujian nasional adlh kesalahan besar. harusnya dinilai dari serangkaian test,-1
49068,1,semangat indah USER_MENTION aku harus fokus memikirkan cara supaya bisa lulus ujian nasional,1
49069,2,aku harus fokus memikirkan cara supaya bisa lulus ujian nasional,1
49070,0,USER_MENTION pendidikannasional mengandalkan ujian besar seperti ujian nasional adlh kesalahan besar. harusnya dinilai dari serangkaian test,-1
49071,0,USER_MENTION pendidikannasional mengandalkan ujian besar seperti ujian nasional adlh kesalahan besar. harusnya dinilai dari serangkaian test,-1
49072,0,USER_MENTION pendidikannasional mengandalkan ujian besar seperti ujian nasional adlh kesalahan besar. harusnya dinilai dari serangkaian test,-1
49073,0,pendidikannasional mengandalkan ujian besar seperti ujian nasional adlh kesalahan besar. harusnya dinilai dari serangkaian test,-1
49074,0,akuma gausah di daftar da mau putus sekolah rtUSER_MENTION jolang jga bisa mengikuti ujian nasional kmu udah di daftarin belum,1
49075,0,jolang jga bisa mengikuti ujian nasional kmu udah di daftarin belum USER_MENTION kamu sperti jolang rtUSER_MENTION pantes beng,1
49076,0,suhu perpanitiaan haha USER_MENTION bahahahahah ujian nasional perpanitiaan kui rasakan sensasinyaaa teroonk,0
49077,1,USER_MENTION wah kurang tau kayanya pas sblm ujian nasional deh lupa lagi nih hhahaa,-1
49078,2,ngerapiin kartu ujian nasional sama soal2 us dll,0
49079,1,ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
49080,1,USER_MENTION hahahahaha hasek pulang kerumah wkwkw udah kaya ujian nasional aja rahasia negara hahaha,1
49081,0,USER_MENTION sosial media kui koyo ora tes semesteran utowo ujian nasional sing kudu di anggep serius dadi santai wae beroo,-1
49082,1,smga gk jadi dtrapkan hho USER_MENTION ujian nasional ada paket,-1
49083,2,ujian nasional ada paket,0
49084,1,USER_MENTION USER_MENTION sabar b hari terakhir ujian nasional aku tembak d,0
49085,0,USER_MENTION sosial media kui koyo ora tes semesteran utowo ujian nasional sing kudu di anggep serius dadi santai wae beroo,-1
