,label,tweets,sentiment
114000,1,USER_MENTION serius amat bro kaya lagi ngerjain ujian nasional haha,1
114001,1,USER_MENTION om haji lebih sulit ujian nasional apa ujian hidup y om,0
114002,2,eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114003,2,info eko patrio setuju ujian nasional untuk sd dihapus LINK beritatv,0
114004,1,siiipan USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114005,2,jos ak juga makteenggg tibatiba keinget ujian nasional,0
114006,0,USER_MENTION sesulitsulitnya ujian nasional lebih sulit ujian kehidupan. karena gak ada bocoran soal dan kunci jawabannya. renungan,-1
114007,2,makteenggg tibatiba keinget ujian nasional,0
114008,0,USER_MENTION mulai tahun depan pemerintah menghapuskan ujian nasional untuk siswa sekolah dasar. alasannya LINK,0
114009,1,saya jg setuju USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,1
114010,1,USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114011,2,calon peserta ujian nasional dari planet exo xoxoxo cr exotumblr LINK,0
114012,1,USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114013,1,USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114014,1,hahahaha USER_MENTION fiuuuh kayak lg test kepolisian_ USER_MENTION lebih susah dari ujian nasional kan,0
114015,1,USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114016,0,aminn oUSER_MENTION selamat menempuh ujian nasional para pelajar. insya allah kalian bisa dan lulus.,1
114017,1,cuma indonesia yg dr tk udh ada exam nya_ USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114018,1,USER_MENTION un ujian nasional aoks,0
114019,1,ga sekalian sdnya aja dihapus rwUSER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,-1
114020,1,boleh dihapus tapi harus ngasih ide buat penggantinya dong USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus,-1
114021,2,serius amat bro kaya lagi ngerjain ujian nasional haha,1
114022,0,tahun ini ujian nasional mengalami kisruh disana sini malah sd di pondokcina setuju kalau un dihapus. simak LINK,-1
114023,1,USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114024,0,standart kelulusan melalui ujian sekolah USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114025,1,seklian smanyaaaa om USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114026,1,USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114027,1,lebih susah dari ujian nasional kan haha USER_MENTION makasih ya sayang makasih. its make me so crazy aaargh USER_MENTION,1
114028,1,USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114029,1,sd bae yng dihapus tanggung smp sm sma jugo la USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114030,1,diganti ujian ngelaba USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114031,1,pi ga dihapuskan juga haha USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,1
114032,1,emang ngerti USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,1
114033,1,USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114034,1,USER_MENTION yailah gitu aja dipermasalahinmereka emg msh suka mewarnai USER_MENTION video ujian nasional sd diwarnai kecurangan,0
114035,2,eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114036,1,USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114037,1,anjir kenapa ga smp aja_ ga dari marenUSER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114038,1,USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114039,2,cocok banget buat foto ujian nasional taun depan kkkk LINK,0
114040,1,idem pak USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114041,1,USER_MENTION eko patrio setuju ujian nasional untuk sd dihapus LINK,0
114042,2,eko patrio setuju ujian nasional untuk sd dihapus LINK,0
