,label,tweets,sentiment
10000,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10001,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10002,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10003,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10004,0,news latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekol LINK sohminews,0
10005,2,news latifa sang peraih nilai sempurna ujian nasional sd LINK openfollow,0
10006,2,news latifa sang peraih nilai sempurna ujian nasional sd LINK openfollow,0
10007,2,teamfollowback latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un LINK teamfollowback,0
10008,2,latifa sang peraih nilai sempurna ujian nasional sd LINK,0
10009,2,detik latifa sang peraih nilai sempurna ujian nasional sd LINK,0
10010,2,latifa sang peraih nilai sempurna ujian nasional sd LINK,0
10011,2,teamfollowback latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un LINK teamfollowback,0
10012,2,teamfollowback latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un LINK teamfollowback,0
10013,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10014,2,latifa sang peraih nilai sempurna ujian nasional sd LINK,0
10015,2,latifa sang peraih nilai sempurna ujian nasional sd LINK,0
10016,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10017,2,latifa sang peraih nilai sempurna ujian nasional sd LINK,0
10018,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10019,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10020,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10021,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10022,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10023,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10024,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10025,0,teamfollowback latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tin LINK sougofollow,0
10026,0,latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tingkat sekolah dasar diraih sem LINK,0
10027,0,teamfollowback latifa sang peraih nilai sempurna ujian nasional sd nilai ujian nasional un tin LINK sougofollow,0
