,label,tweets,sentiment
67000,2,harapan di tahun lulus ujian nasional,0
67001,0,USER_MENTION mywish semoga tahun tahunnya s4 untuk lebih sukses dan semoga saya lulus ujian nasional happy new years,1
67002,0,semakin dekat dengan ujian ujian ujian. feb. ujian praktek maret ujian sekolah dan april ujian nasional. bismillah,0
67003,1,rtnih USER_MENTION indonesianteens2013wish yang pengen ujian nasional tidak terlalu ribet retweet yuk d,0
67004,2,bestmemories2012 duduk di kelas bareng untuk terakhirnya saat ujian nasional,1
67005,1,USER_MENTION slmat tahun baru dan slamat datang ujian nasional dancing,0
67006,1,USER_MENTION sukses ujian nasional amp sukses seleksi nasional masuk perguruan tinggi negeri amin,1
67007,1,amiin USER_MENTION sukses paket ujian nasional,1
67008,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67009,0,USER_MENTION yang ujian nasional tahun depan semoga dimudahkan dalam mengerjakan soal soal ujian nanti dan mendapatkan nilai yang memuaskan ya,1
67010,2,slmat tahun baru dan slamat datang ujian nasional dancing,0
67011,1,USER_MENTION sukses ujian nasional amp sukses seleksi nasional masuk perguruan tinggi negeri amin,1
67012,2,newsupdate jokowi mendikbud ujian nasional bisa berubah LINK,0
67013,1,USER_MENTION selamat datang hallo ujian nasional paket,0
67014,0,USER_MENTION tuh ga berasa banget gila kayanya tuh baru kemaren gue ujian nasionaludah taon baruu aja,-1
67015,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67016,2,wish2013 semoga lulus ki pacarku ujian nasional,0
67017,1,USER_MENTION indonesianteens2013wish yang pengen ujian nasional tidak terlalu ribet retweet yuk d,0
67018,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67019,0,gua malahan un di tiadakan USER_MENTION indonesianteens2013wish yang pengen ujian nasional tidak terlalu ribet retweet yuk d,0
67020,2,selamat datang hallo ujian nasional paket,0
67021,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67022,1,USER_MENTION indonesianteens2013wish yang pengen ujian nasional tidak terlalu ribet retweet yuk d,0
67023,0,USER_MENTION aminnnn ditsemoga kita lulus ujian nasional dengan nilai yang memuaskan aminnn hehe,1
67024,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67025,0,taon baru brarti ujian nasional so lebe dekat try out dan ujian lainnya menanti pasti sukses o,0
67026,1,lulus ujian nasional amin USER_MENTION apa wish kalian dithun tar dirt sama upil likaldo ledondo,1
67027,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67028,2,tuh ga berasa banget gila kayanya tuh baru kemaren gue ujian nasionaludah taon baruu aja,-1
67029,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67030,2,terus satu lagi ga lupa mau lulus ujian nasional. amin yaallah,1
67031,2,ujian nasional is getting closeeeerr,0
67032,1,USER_MENTION minta follbacknya gan. USER_MENTION harapan tahun ini lulus ujian nasional amin fighting,0
67033,2,yeyeye happy new year semoga lulus ujian nasional dgn hasiil memuaskan dan sampeeeee baut senior manager,1
67034,1,lancaaaaar USER_MENTION selamat tahun baru dan selamat menempuh ujian nasional,1
67035,2,wish2013 lulus ujian nasional o,0
67036,2,selamat tahun baru dan selamat menempuh ujian nasional,1
67037,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67038,0,USER_MENTION lulus dalam ujian praktek ujian sekolah ujian nasional dan keterima di universitas yg gua pengen wish2013,0
67039,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67040,1,USER_MENTION iya pless sukses ujian nasional,1
67041,2,detik detik soalsoal ujian nasional dijual ditoko buku terdekat,0
67042,1,minta follbacknya gan. USER_MENTION harapan tahun ini lulus ujian nasional amin fighting,0
67043,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67044,0,USER_MENTION wish2013 lulus ujian nasional ujian sekolah ujian kompetensi keahlianakuntansi ujian praktek ujian dalam hidupeh amin yaa rabb,1
67045,1,USER_MENTION harapan tahun ini lulus ujian nasional amin fighting,1
67046,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67047,1,pawitikra. gala. gladi. ujian nasional. nem. USER_MENTION teladan. USER_MENTION gvt. USER_MENTION all events good and bad in year.,1
67048,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67049,1,USER_MENTION indonesianteens2013wish yang pengen ujian nasional tidak terlalu ribet retweet yuk d,0
67050,0,welcome ujian sekolahujian praktekujian nasional dan ujian ujian lainnya amp,0
67051,1,USER_MENTION USER_MENTION welcome ujian praktik pemantapan ujian nasional uas,0
67052,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67053,2,amin,1
67054,0,USER_MENTION USER_MENTION lulus dalam ujian praktek ujian sekolah ujian nasional dan keterima di universitas yg gua pengen wish2013,0
67055,0,USER_MENTION USER_MENTION lulus dalam ujian praktek ujian sekolah ujian nasional dan keterima di universitas yg gua pengen wish2013,0
67056,0,USER_MENTION amiiiiiinrt USER_MENTION lulus dalam ujian praktek ujian sekolah ujian nasional dan keterima di universitas yg gua pengen wish2013,0
67057,2,kita mulai perhitungan mundur ujian nasional ya tweeps kirakira un tdnggal brpa hari,-1
67058,2,i sekolah tmbah pinter rajin disiplin tertib lulus ujian nasional ethok biji seng isoh nyenengke ibu karo mbak iyak,1
67059,0,wish2013 lulus ujian nasional ujian sekolah ujian kompetensi keahlianakuntansi ujian praktek ujian dalam hidupeh amin yaa rabb,1
67060,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67061,0,longlast with USER_MENTION akur saling mengerti nilai ujian nasional maksimal hasilnya dapet tawaran job amin ya allah,1
67062,1,USER_MENTION welcome ujian praktik pemantapan ujian nasional uas,0
67063,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67064,1,USER_MENTION welcome ujian praktik pemantapan ujian nasional uas,0
67065,2,bestmemories2012 lulus ujian nasional sma,0
67066,0,USER_MENTION doa tahun ya allah semoga d beri kelancaran dalam ujian nasional class x11 dan dpt nilai terbaik calm down dontt angry,1
67067,0,harapan gw di tahun ini bisa lulus ujian nasional mendapatkan nilai yg memuaskan dan masuk di perguruan tinggi negeri aminn,1
67068,1,USER_MENTION sukses paket ujian nasional,1
67069,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67070,1,USER_MENTION welcome ujian praktik pemantapan ujian nasional uas,0
67071,2,harapan tahun ini lulus ujian nasional amin fighting,1
67072,1,USER_MENTION welcome ujian praktik pemantapan ujian nasional uas,0
67073,1,USER_MENTION ujian nasional.,0
67074,0,USER_MENTION indonesianteens2013wish yang pengen masuk ranking besar naik kelas dan sukses ujian nasional retweet yuk d,1
67075,2,jalan menuju ujian nasional dan snmptn di permudah oleh allah swt o wish,1
67076,2,mendikbud ujian nasional bisa berubah LINK,0
67077,2,lulus ujian nasional dapet nilai terbaik pastinya amin,1
67078,1,USER_MENTION waktu pun berlalu jadi gak sabar ntar pas udah mau nyosor ujian nasional bareng tementemen dan USER_MENTION xdd,-1
67079,2,welcome ujian praktik pemantapan ujian nasional uas,0
67080,1,USER_MENTION sukses paket ujian nasional,1
67081,1,USER_MENTION ketika anak sma takut buat ujian nasional thanks2012,-1
67082,0,the review so sudah dapat apa saja selama lulus ujian nasional jadi mahasiswi dengan ujian mas LINK,0
67083,2,wish2013 sukses ujian nasional dan ujian sekolah,1
67084,1,USER_MENTION ketika anak sma takut buat ujian nasional thanks2012,-1
