,label,tweets,sentiment
78000,0,USER_MENTION mau tau lebih lanjut tentang superun silahkan klik LINK so ujian nasional sapa takut p LINK,-1
78001,2,matematik and ipa and b.inggris fuck you tolong kalo bisa di hapus ya dari ujian nasional ok,1
78002,0,lg naik ojek. diajakin ngobrol sm tukang ojeknya. ngomongin ujian nasional us try out sama pelajaran sekolah. hahahaha,0
78003,0,ujian nasionalUSER_MENTION omspiktanya bakalan ngerasa merdeka banget kalau abis ngapain,-1
78004,0,USER_MENTION awas jangan seneng dulu masih ada ujian sekolahdan ujian nasional,-1
78005,0,semangat er USER_MENTION gak ada lagi bakal bertarung sama ujian nasional. harus bisa naklukin semangat er,0
78006,0,bentar lagi ngadepin to ke3 ujian praktek ujian sekolah n terakhir ujian nasional banyak banget gue pasti bisa amin,0
78007,0,USER_MENTION ujian kehidupan besok tdak sperti ujian nasional yg ada skl.nya sehingga ujian khidupan lebih berat daripada ujian nasional. kut.bpkhisyam,-1
78008,0,USER_MENTION mudahkanlah kami yaallah sukses sampai pengumuman ujian nasional amin yaallah o,1
78009,0,ujian kehidupan besok tdak sperti ujian nasional yg ada skl.nya sehingga ujian khidupan lebih berat daripada ujian nasional. kut.bpkhisyam,-1
78010,0,USER_MENTION bimbel try out uji kompetensi kejuruanujian praktekutsujian nasionalujian sekolah scedhule yang padat,0
78011,1,USER_MENTION USER_MENTION mudahkanlah kami yaallah sukses sampai pengumuman ujian nasional amin yaallah o,1
78012,2,sekalian aja paket jumlah siswa sekolah gw tuh LINK,1
78013,1,USER_MENTION USER_MENTION mudahkanlah kami yaallah sukses sampai pengumuman ujian nasional amin yaallah o,1
78014,0,namanya juga nyari petunjuk dam d USER_MENTION intensitas solat tahajud meningkat menjelang ujian nasional hebat,1
78015,2,rasane melu ujian nasional LINK sms kabeh i adek kelas jiaan mudengmudeng ee i lho.,0
78016,1,USER_MENTION USER_MENTION mudahkanlah kami yaallah sukses sampai pengumuman ujian nasional amin yaallah o,1
78017,0,USER_MENTION ga terasa yah udah mau ngadepin ujian nasional lagi. yaallah lancarkan lah untuk semuanya. amiin,0
78018,0,kitaaa masuk smp bareng2 luluss pun harus bareng2 ujian nasional bukan ajang perlombaantapi solideritas kalian,0
78019,2,intensitas solat tahajud meningkat menjelang ujian nasional hebat,1
78020,2,semoga ujian nasional saya lulus tanpa les tambahan o aamiin,1
78021,0,aminn USER_MENTION mudahkanlah kami yaallah sukses sampai pengumuman ujian nasional amin yaallah o,1
