,label,tweets,sentiment
46000,1,ih ciri2 org abs putusan gt USER_MENTION lagi males pacaran mau konsen menghadapi ujian nasional dlu,0
46001,1,USER_MENTION ini galau tingkat ujian nasional,0
46002,0,bayangkan jak sorang eh USER_MENTION galaunya udah tingkat ujian nasional USER_MENTION lalu apa yg akan kita lakukan sekarang t,0
46003,1,soal woi soal rtUSER_MENTION itu pengawas USER_MENTION sial ujian nasional yaa d rtUSER_MENTION sial,-1
46004,0,galaunya udah tingkat ujian nasional USER_MENTION lalu apa yg akan kita lakukan sekarang tidok yak. berharap bangun nya besok.,1
46005,1,USER_MENTION ini galau tingkat ujian nasional,0
46006,1,itu pengawas USER_MENTION sial ujian nasional yaa d rtUSER_MENTION sial cont LINK,-1
46007,2,ini galau tingkat ujian nasional,0
46008,1,sial ujian nasional yaa d rtUSER_MENTION sial USER_MENTION iya nanti gua jenguk kalo lu udah di skolah rtUSER_MENTION wkwk,-1
46009,0,catatan dari fgd dengan balitbang kemdikbud tentang ujian nasional gtgt LINK oleh kak USER_MENTION,0
46010,2,catatan dari fgd dengan balitbang kemdikbud tentang ujian nasional LINK,0
46011,2,lagi males pacaran mau konsen menghadapi ujian nasional dlu,0
46012,1,zoro zuzah zumpek USER_MENTION remajaindonesiagaul kata untuk ujian nasional,0
46013,1,hv read the whole thing.bravo USER_MENTION hasil diskusi USER_MENTION dg dikbud ttg ujian nasional LINK,1
46014,2,kambing dan sapi lagi panik tingkat ujian nasional nih pukpuk,-1
46015,0,USER_MENTION catatan saya dr fgd dgn balitbang kemdikbud ttg ujian nasional. warning panjang banget LINK via USER_MENTION,0
46016,2,masa ini yg ceramah dari ngomongin qurban jadi ngomongin ujian nasional,0
46017,1,USER_MENTION susahhhh ajjaaa susahh bn ujian nasional p p,0
46018,1,USER_MENTION iyaa cul anak kelas mau di test ulang ujian nasional yg smp,-1
46019,1,tin nilai rata rata tuh nilai rato rato ujian nasional kan USER_MENTION,1
46020,1,heeh pas pm pas ujian nasional itu bener bener solid wkwkwk___ USER_MENTION,1
46021,1,USER_MENTION udh siap gk ujian nasional ktx guru gue udh pkt soal lho bljr yg rajin,0
46022,0,USER_MENTION cinta itu kyak ujian nasional biar kita udah siap belum tentu hasilnya sesuai apa yang kita harapkan.,1
46023,1,USER_MENTION USER_MENTION cinta itu kyak ujian nasional biar kita udah siap belum tentu hasilnya sesuai apa yang kita harapkan.,1
46024,0,USER_MENTION cinta itu kyak ujian nasional biar kita udah siap belum tentu hasilnya sesuai apa yang kita harapkan.,1
46025,0,cinta itu kyak ujian nasional biar kita udah siap belum tentu hasilnya sesuai apa yang kita harapkan.,1
46026,1,USER_MENTION USER_MENTION diperkirakan tahun ini ujian nasional ada paket. selamat ye,0
46027,1,USER_MENTION diperkirakan tahun ini ujian nasional ada paket. selamat ye,0
46028,0,terkait sistem pendidikan ujian nasional seharusnya bukan menjadi indikator satusatunya bagi kelulusan siswa education gyf,0
46029,1,ujian nasional USER_MENTION bertemu man. united lagi ujian bagi chelsea LINK,0
46030,0,stress menghadapi ujian nasionalujian semester ulangan harian quantum studen solusinya ms.lytha,0
46031,1,USER_MENTION gue tau semua ini buat nilai ujian nasional. target gak usah segininya. butuh cont LINK,-1
46032,1,USER_MENTION factiqbaale rata nilai ujian nasional iqbaale,0
46033,1,USER_MENTION factiqbaale rata nilai ujian nasional iqbaale,0
46034,1,USER_MENTION factiqbaale rata nilai ujian nasional iqbaale,0
46035,1,USER_MENTION factiqbaale rata nilai ujian nasional iqbaale,0
46036,1,USER_MENTION factiqbaale rata nilai ujian nasional iqbaale,0
46037,2,factiqbaale rata nilai ujian nasional iqbaale,0
46038,2,duh ujian nasional lope lope banget,-1
46039,0,USER_MENTION gue tau semua ini buat nilai ujian nasional. target gak usah segininya. butuh refreshing butuh istirahat juga otak,-1
46040,1,USER_MENTION rtbanget USER_MENTION gue tau semua ini buat nilai ujian nasional. target gak usah segininya. butuh,-1
46041,1,rtbanget USER_MENTION gue tau semua ini buat nilai ujian nasional. target gak usah segininya. butuh LINK,-1
46042,0,USER_MENTION gue tau semua ini buat nilai ujian nasional. target gak usah segininya. butuh refreshing butuh istirahat juga otak.,-1
46043,2,gue tau semua ini buat nilai ujian nasional. target gak usah segininya. butuh refreshing butuh istirahat juga otak.,-1
46044,1,hebaat meen d USER_MENTION factiqbaale nilai ujian nasional iqbaale yg paling bagus b.indonesia double waaw hampir,1
46045,1,USER_MENTION factiqbaale nilai ujian nasional iqbaale yg paling bagus b.indonesia double waaw hampir,1
46046,1,beda sama akuuUSER_MENTION factiqbaale nilai ujian nasional iqbaale yg paling bagus b.indonesia double waaw hampir,1
46047,1,USER_MENTION lg ujian nasional,0
46048,1,USER_MENTION factiqbaale nilai ujian nasional iqbaale yg paling bagus b.indonesia double waaw hampir,1
46049,2,factiqbaale nilai ujian nasional iqbaale yg paling bagus b.indonesia double waaw hampir,1
46050,1,haish lakyo akeh sek jual jawaban to USER_MENTION rudianpus ujian nasional ujian hidup o,1
46051,0,USER_MENTION dengan suatu keajaiban pas kelas gue dapet nile ujian nasional matematika. selanjutnya sesuai kkm. sedih.,-1
46052,0,hemz semakin tertekan dan membuat fikiran menjadi bingung karena ujian nasional semakin mendekat ke positif kalau menjadi paket soal,-1
46053,1,USER_MENTION ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
46054,2,kenapa gk ujian nasional aja sih haha,-1
46055,2,ujian nasional pkt bljr sisa betafa beratnya tahun ini ya allah,0
46056,0,USER_MENTION nov wish semoga lebih baik dr bulan sebelumnya bisa lulus ujian nasional dgn nilai yg memuaskan bsa lebih dewasa o amin ya allah o,1
46057,1,USER_MENTION bentar lagi ujian nasional blajar yang rajin ya dek,1
46058,1,wkwk capsa jebol xd USER_MENTION yadoh un nya ke caps chimika_arisa ujian nasional o cont LINK,0
46059,2,disc untuk buku soal ujian nasional,0
46060,1,ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
46061,2,kesalahan mbolos mapel b.indo le masuk bahan ujian nasional,-1
46062,0,ujian nasional USER_MENTION saat ibu belanja di pasar ibu melihat budi sedang bersama teman temannya,0
46063,0,USER_MENTION sesulitsulitnya ujian nasional lebih sulit lagi ujian kehidupan. soalnya gak bakal ada bocoran soal sama kunci jawabannya,-1
46064,2,LINK nisn nomor induk siswa nasional ujian nasional haruslah mempunyai nisn pasti tentu nya kalia,0
46065,0,USER_MENTION sesulitsulitnya ujian nasional lebih sulit lagi ujian kehidupan. soalnya gak bakal ada bocoran soal sama kunci jawabannya,-1
46066,0,USER_MENTION sesulitsulitnya ujian nasional lebih sulit lagi ujian kehidupan. soalnya gak bakal ada bocoran soal sama kunci jawabannya,-1
46067,0,USER_MENTION sesulitsulitnya ujian nasional lebih sulit lagi ujian kehidupan. soalnya gak bakal ada bocoran soal sama kunci jawabannya,-1
46068,0,USER_MENTION sesulitsulitnya ujian nasional lebih sulit lagi ujian kehidupan. soalnya gak bakal ada bocoran soal sama kunci jawabannya,-1
46069,0,USER_MENTION sesulitsulitnya ujian nasional lebih sulit lagi ujian kehidupan. soalnya gak bakal ada bocoran soal sama kunci jawabannya,-1
46070,0,USER_MENTION sesulitsulitnya ujian nasional lebih sulit lagi ujian kehidupan. soalnya gak bakal ada bocoran soal LINK,-1
46071,0,USER_MENTION sesulitsulitnya ujian nasional lebih sulit lagi ujian kehidupan. soalnya gak bakal ada bocoran soal sama kunci jawabannya,-1
46072,0,USER_MENTION sesulitsulitnya ujian nasional lebih sulit lagi ujian kehidupan. soalnya gak bakal ada bocoran soal sama kunci jawabannya,-1
46073,0,sesulitsulitnya ujian nasional lebih sulit lagi ujian kehidupan. soalnya gak bakal ada bocoran soal sama kunci jawabannya,-1
46074,1,spor kali bukan spot pUSER_MENTION udah mulai spot jantung kalo ngomongin ujian nasional,0
46075,2,nih mau ujian nasional ape mau ngapain sih ko pada belajar x_x,-1
46076,1,ciye ciye yg un USER_MENTION mikirin ujian nasional sama ujian produktif duluuu deh,1
46077,2,mikirin ujian nasional sama ujian produktif duluuu deh,1
46078,1,hayo kenapa tuuh kkkk USER_MENTION deg degan nya melebihi penguman ujian nasional. gtlt,-1
46079,1,seminarperan ortu dlm membantu anak menghadapi ujian nasional04nov2012 USER_MENTION LINK,1
46080,2,deg degan nya melebihi penguman ujian nasional. gtlt,0
46081,0,bukan ini murni seleksi bertahap tingkat nasional yg diselenggarakan oleh pihak terkait. USER_MENTION ngapo cak nak ujian nasional,-1
46082,0,ngapo cak nak ujian nasional USER_MENTION tenang aja omom nya udah melalui proses penyeleksian tingkat nasional. p,1
46083,2,ujian nasional paket loh astaga,-1
46084,2,udah mulai spot jantung kalo ngomongin ujian nasional,0
46085,1,mungkin jg USER_MENTION stres mau ujian nasional USER_MENTION dia lg setress cont LINK,-1
46086,0,ni bnci so marontak di clas d cz dpe meja trg da sorong dia blg nanti bkulia di ujian nasional nd sdr dialeh murid haha babotajoh,0
46087,1,iya brasa ujian nasional__ USER_MENTION soalnya pg n sitemnya kayak uan USER_MENTION enterpreneur tapi bl,0
46088,0,USER_MENTION ujian nasional tidak melihat sisi dalam hanya hasil angka. lebih baik tanpa uan adalah salah satu cont LINK,0
46089,1,USER_MENTION ujian nasional men.klo tidak berubah hari ini mau jadi apa saya nanti,-1
46090,2,ujian nasional men.klo tidak berubah hari ini mau jadi apa saya nanti,-1
46091,0,nov wish semoga lebih baik dr bulan sebelumnya bisa lulus ujian nasional dgn nilai yg memuaskan bsa lebih dewasa o amin ya allah o,1
46092,1,deg km ndak pgen lulus ujian nasional USER_MENTION,0
46093,1,USER_MENTION hari menuju ujian nasional semangat,0
