,label,tweets,sentiment
1000,1,buat apa USER_MENTION surat keterangan hasil ujian nasional USER_MENTION apa tu skhun USER_MENTION sama LINK,0
1001,1,surat keterangan hasil ujian nasional USER_MENTION apa tu skhun USER_MENTION sama syapa jadinya cont LINK,0
1002,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1003,1,oaalah upw mesti apikk d unggulan ugh hahart USER_MENTION hhhaaaaa hasil ujian nasional wukk USER_MENTION LINK,0
1004,1,aduhh ini frontal beud USER_MENTION inget pagi pagi gini teh culayers udah pada di kelas buat nyatet kunci hari ujian nasional f,0
1005,2,inget pagi pagi gini teh culayers udah pada di kelas buat nyatet kunci hari ujian nasional fact97 flashback97,0
1006,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1007,0,USER_MENTION setiap memasuki masa ujian nasional un bangsa ini heboh. sebelum ujian heboh setelah ujian juga gaduh. hebohun,1
1008,1,ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
1009,1,ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
1010,1,ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
1011,2,just did getop bahasa inggris ujian nasional geschool,0
1012,0,ganteng banget wakakaka rtUSER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1013,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1014,2,papih ngeselinnya tingkat ujian nasional,0
1015,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1016,2,negara maju tanpa ujian nasional wah wah LINK,1
1017,0,USER_MENTION fd siswa dgn nilai ujian nasional tingkat smp tertinggi adlh ni putu tamara bidari suweta dari smpn denpasar dengan nilai sempurna,0
1018,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1019,2,negara maju tanpa ujian nasional wah wah LINK inetwork,1
1020,1,tingkat snmptn tulis jar USER_MENTION idiihh galau tingkat ujian nasional nih kayaknya USER_MENTION hffftttt USER_MENTION,0
1021,1,USER_MENTION ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
1022,1,ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
1023,1,ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
1024,1,ini the key of sukses ujian nasional LINK uan USER_MENTION LINK,1
1025,1,ujian nasional prestasi lamongan dominasi lima besar jawa timur dan nasional LINK via USER_MENTION,1
1026,0,klah sma yg pake duit pa USER_MENTION peraih rangking ujian nasional sma tidak lolos dalam seleksi utk mendapatkan beasiswa. ironis,-1
1027,0,jangan menjudge anak adik keponakan sepupu kita dengan kata bodoh semata2 hanya karena mereka tidak lulus ujian nasional.,-1
1028,0,bali USER_MENTION soal terletak dikota manakah pelajar yang mendapatkan nilai ujian nasional tertinggi di indonesia soalcerdas,1
1029,0,USER_MENTION ujian nasional izin ke toilet sebentar ke pengawas. padahal kunci jawaban di selipin di atas pintu wc storysmu,1
1030,0,USER_MENTION peraih rangking ujian nasional sma tidak lolos dalam seleksi utk mendapatkan beasiswa. ironis,-1
1031,0,USER_MENTION peraih rangking ujian nasional sma tidak lolos dalam seleksi utk mendapatkan beasiswa. ironis,-1
1032,2,peraih rangking ujian nasional sma tidak lolos dalam seleksi utk mendapatkan beasiswa. ironis,-1
1033,1,idiihh galau tingkat ujian nasional nih kayaknya USER_MENTION hffftttt USER_MENTION kalo kamu udah bosen sama dia aku siap kok g,1
1034,1,haha wani piro d USER_MENTION hehe kacianpindah kene wae USER_MENTION hum ok s ah ws ky ujian nasional o marake tkan,0
1035,2,kangen ujian nasional pas hari terakhir,-1
1036,1,ujian apa ujian nasional kah USER_MENTION kalo pacar suka marah2 anggap aja ujian,0
1037,0,USER_MENTION jangan ngotakin genre di pikir nasi apa pake di kotakkotakin segala. buletin aja udah biar mirip ujian nasional,0
1038,1,USER_MENTION hasil test nun nilai ujian nasional. bismillahirrahmanirrahim semoga gue beruntung,0
1039,1,test dimana USER_MENTION hasil test nun nilai ujian nasional. bismillahirrahmanirrahim semoga gue beruntung,0
1040,1,USER_MENTION USER_MENTION hasil test nun nilai ujian nasional. bismillahirrahmanirrahim semoga gue beruntung,0
1041,1,USER_MENTION USER_MENTION hasil test nun nilai ujian nasional. bismillahirrahmanirrahim semoga gue beruntung,0
1042,1,USER_MENTION hasil test nun nilai ujian nasional. bismillahirrahmanirrahim semoga gue beruntung,0
1043,1,sop buntut USER_MENTION hasil test nun nilai ujian nasional. bismillahirrahmanirrahim semoga gue beruntung,0
1044,1,USER_MENTION hasil test nun nilai ujian nasional. bismillahirrahmanirrahim semoga gue beruntung,0
1045,1,bismilahirrahmanirrahin good luck sweety d USER_MENTION hasil test nun nilai ujian nasional. bismillahirrahmanirrahim semoga,1
1046,1,USER_MENTION hasil test nun nilai ujian nasional. bismillahirrahmanirrahim semoga gue beruntung,0
1047,2,hasil test nun nilai ujian nasional. bismillahirrahmanirrahim semoga gue beruntung,0
1048,0,jangan ngotakin genre di pikir nasi apa pake di kotakkotakin segala. buletin aja udah biar mirip ujian nasional,0
1049,1,USER_MENTION ah banyak nanya lo kyk ujian nasional aja haha,0
1050,0,USER_MENTION estiguman jika skhun belum dapat diterbitkan maka peserta dapat menggunakan kartu tanda peserta ujian nasional.,-1
1051,0,USER_MENTION sma itu indah. teman kantin cinta pertama dan ruang bk. yg menyebalkan ya cuma ujian nasional,0
1052,0,kenapa tidak sekalian rekening ujian nasional hahaha USER_MENTION rekening nasional yg adaa adaa to kecap nasional hahhaha,-1
1053,1,yoa y USER_MENTION thanks infonya bed USER_MENTION iya katanya USER_MENTION kartu ujian nasional,0
1054,1,wkwkwk pasti dl nya jg gagal ujian nasional. USER_MENTION video gagal uji ilmu kebal satu cont LINK,-1
1055,0,oo yws d gampang dekrt USER_MENTION ikaayur mbk aku mw tany soalle ujian nasional tu ndak angel2 apa lumayan,1
1056,1,gampang dekrt USER_MENTION ikaayur mbk aku mw tany soalle ujian nasional tu ndak angel2 apa lumayan,1
1057,1,USER_MENTION mbk aku mw tany soalle ujian nasional tu ndak angel2 apa lumayan,1
1058,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1059,1,USER_MENTION lebih gaul pede tingkat ujian nasional b,0
1060,1,saya sudah lulus tahun lalu USER_MENTION ini the key of sukses ujian nasional LINK uan mr_supersimple,1
1061,1,hhhaaaaa hasil ujian nasional wukk USER_MENTION modal madul enek haha ayu ora dhuwur ora ugh dadi more LINK,0
1062,0,jatim lupa USER_MENTION soal terletak dikota manakah pelajar yang mendapatkan nilai ujian nasional tertinggi di indonesia soalcerdas,0
1063,1,thanks infonya bed USER_MENTION iya katanya USER_MENTION kartu ujian nasional dibawa USER_MENTION iya yan,0
1064,1,wkwkrt USER_MENTION wewewe USER_MENTION ujian nasional lulus tapi kenapa ga lulus juga dihati kamu,0
1065,1,iya katanya USER_MENTION kartu ujian nasional dibawa USER_MENTION iya yan USER_MENTION ini tuh beneran ya USER_MENTION,1
1066,1,kartu ujian nasional dibawa USER_MENTION iya yan USER_MENTION ini tuh beneran ya USER_MENTION USER_MENTION peserta,1
1067,1,wewewe USER_MENTION ujian nasional lulus tapi kenapa ga lulus juga dihati kamu,0
1068,1,USER_MENTION skhu sementara ada tp kartu ujian nasional ngga ada gimana nh,0
1069,1,USER_MENTION ujian nasional lulus tapi kenapa ga lulus juga dihati kamu,0
1070,1,oh surat lulus depp USER_MENTION surat keterangan hasil ujian nasional ko echosch skhun cont LINK,0
1071,1,oh surat lulus depp USER_MENTION surat keterangan hasil ujian nasional ko echosch skhun cont LINK,0
1072,1,USER_MENTION bingung tingkat ujian nasional,-1
1073,0,surat keterangan hasil ujian nasional ko USER_MENTION skhun apaan dep deviarnitasari bawa skhun asli cont LINK,1
1074,1,USER_MENTION ujian nasional lulus tapi kenapa ga lulus juga dihati kamu,0
1075,2,ujian nasional lulus tapi kenapa ga lulus juga dihati kamu,0
1076,1,kartu peserta ujian nasional maksudnya min USER_MENTION peserta snmptn wajib bawa ijazah atau kartu unas LINK,1
1077,1,USER_MENTION news seorang siswi kedapatan memakai pensil saat ujian nasional,0
1078,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1079,0,USER_MENTION biar apa tuh kartu ujian nasional dibawa jg min USER_MENTION kalo saran sih mending bawa asli dan legalisirnya,0
1080,0,USER_MENTION yang isinya rincian nilai ujian sekolah sama ujian nasional itu loh deb buat daftar ulang di kampus nih,-1
1081,0,biar apa tuh kartu ujian nasional dibawa jg min USER_MENTION kalo saran sih mending bawa asli dan legalisirnya,0
1082,0,USER_MENTION fd siswa dgn nilai ujian nasional tingkat smp tertinggi adlh ni putu tamara bidari suweta dari smpn denpasar dengan nilai sempurna,0
1083,1,tdak tong ia kak hruski selektif eeaa ujian nasional kpangrt USER_MENTION jdi klo ada yg sukakko mwjako jg hha USER_MENTION seeh,1
1084,2,hasil ujian nasional o LINK,0
1085,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1086,1,USER_MENTION pas banget USER_MENTION tuhan pasti sanggup amplt lagu jaman mau menghadapi ujian nasional ha ha like it LINK,-1
1087,0,iya nger USER_MENTION pas banget gita_tamba tuhan pasti sanggup amplt lagu jaman mau menghadapi ujian nasional ha ha,-1
1088,0,jiyeon tara itu yang main drama korea ttg ujian nasionalteringat baru sadar setelah merhatiin avanya USER_MENTION yg familiar,1
1089,1,ccUSER_MENTION USER_MENTION USER_MENTION fd siswa dgn nilai ujian nasional tingkat smp tertinggi adlh ni LINK,0
1090,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1091,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1092,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1093,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1094,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1095,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1096,0,pas banget USER_MENTION tuhan pasti sanggup amplt lagu jaman mau menghadapi ujian nasional ha ha like it LINK,-1
1097,0,enaknya tau gitu aku smk di sana aja USER_MENTION smk di korea tidak ada ujian nasional karena lebih cont LINK,-1
1098,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1099,1,USER_MENTION USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1100,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1101,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1102,0,smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktif atau keahlian. tentangkorea,0
1103,2,tuhan pasti sanggup lt lagu jaman mau menghadapi ujian nasional ha ha,-1
1104,0,ko pasang kartu rental film USER_MENTION pasangkartuidentitaspramuka dirdaddg pasang kartu ujian nasional,0
1105,1,pasangkartuidentitaspramuka USER_MENTION pasang kartu ujian nasional adhyarma kalah ambilkartu cont LINK,-1
1106,0,pasang kartu ujian nasional USER_MENTION kalah ambilkartu spp dirdaddg pasang gambar banci sagan,-1
1107,1,gw ga akan slese ngerjain un gw cm ngeliatin USER_MENTION USER_MENTION whatif pas kamu ujian nasional ternyata pengawasnya agnes,0
1108,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1109,1,USER_MENTION USER_MENTION hal2 menjelang ujian nasional USER_MENTION cumannanya cont LINK,0
1110,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1111,1,USER_MENTION USER_MENTION fd siswa dgn nilai ujian nasional tingkat smp tertinggi adlh ni putu tamara bidari suweta dari smpn,0
1112,1,tapi aku mau aja kok diawas kris USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1113,0,kelas itu nakal2 nya wktu smp apa lagi sudah dekat sma ujian nasional malah banyak bikin masalah. trus masuk bk deh huahahaaa,0
1114,0,USER_MENTION serahkan saja ujian nasional otoritasnya di tangan guru dan sekolah. mereka lebih paham sisdiknas jg sdh atur retnosekjen fsgi,1
1115,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1116,0,USER_MENTION lebih susah ujian dapetin hati kamu daripada ujian nasional paling tidak di ujian nasional aku masih dikasih pilihan eaaaa,-1
1117,1,yee gua lulus si lu gatau apa yang juara ujian nasional sapa p hahastagfirullah USER_MENTION cont LINK,0
1118,0,USER_MENTION ujian nasional kembali datang masih disertai kebocoran dan kecurangan mn,0
1119,0,busyett makan apa tuh anak USER_MENTION fd siswa dgn nilai ujian nasional tingkat smp tertinggi adlh ni putu tamara bidari suweta,0
1120,0,USER_MENTION kecurangan demi kecurangan msh menghantui ujian nasional ujian penghabisan rabu mei USER_MENTION,0
1121,1,USER_MENTION USER_MENTION gagal ujian nasional kali yang p,-1
1122,2,dua sekolah tidak lulus ujian nasional persen LINK,0
1123,0,USER_MENTION fd siswa dgn nilai ujian nasional tingkat smp tertinggi adlh ni putu tamara bidari suweta dari smpn denpasar dengan nilai sempurna,0
1124,0,anak go bukan hahahaha USER_MENTION fd siswa dgn nilai ujian nasional tingkat smp tertinggi adlh ni cont LINK,1
1125,0,USER_MENTION fd siswa dgn nilai ujian nasional tingkat smp tertinggi adlh ni putu tamara bidari suweta dari smpn denpasar dengan nilai,0
1126,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1127,0,USER_MENTION kalo kata gue sih itu surat keterangan hasil ujian nasional. pasti lu msk nem tinggi_ iya bnr gbs berantem lagi,-1
1128,1,USER_MENTION USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1129,1,USER_MENTION USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1130,1,ngakak gw min wkwkwkk USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1131,1,lol cc USER_MENTION USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1132,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1133,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1134,0,kalo dia yg ngawas pada ga ngerjain soalnya ntar USER_MENTION mukanya kris kek pengawas ujian nasional LINK,0
1135,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1136,1,USER_MENTION okedeeh iyaa pake map biru sm bawa rapor asli minjem dari sekolah sama kartu ujian nasional juga,1
1137,0,hal2 menjelang ujian nasional USER_MENTION cumannanya jamansmp kenangan yang tak terlupakan menurut lo apa,0
1138,1,macemanaa USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1139,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1140,1,sekris min USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1141,1,lolxdUSER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1142,1,owow USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1143,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1144,1,rtwk USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1145,1,USER_MENTION USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1146,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1147,1,USER_MENTION mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1148,2,mukanya kris kek pengawas ujian nasional galak gilaaaa LINK,0
1149,1,USER_MENTION maksudnya ujian nasional nya,0
1150,1,USER_MENTION lulus ujian nasional tapi ga lulus dihati kamu,0
1151,2,berharap hasil ujian nasional bsog memuaskan,1
1152,0,USER_MENTION yea dah mulai lbt o ngga tau leh ujian nasional dah mw sampe miss wa bo haha p kmrn wa waisak br plg ja leh,-1
1153,0,ngga harus ka kalo belum ada pake kartu peserta ujian nasional aja USER_MENTION snmptn tulis harus pake sklskhun yaaaaaa mentionkek,-1
1154,0,USER_MENTION kak yang mana sih yang di liatkalau hitung nemujian akhir paling bawah atau ujian nasional yg di samping nya ujian akhir,-1
1155,1,USER_MENTION lulus ujian nasional tapi ga lulus dihati kamu,0
1156,0,siswa2 sma di sinetron tidak pernah keliatan pusing sama ujian nasional pr ulangan harian dll. bahkan tdk pernah keliatan lagi belajar,1
1157,0,mnta tlpon ae sama shandy di jamin ngakak rtt USER_MENTION udah hujan deras dirumah sendirian_ bete tingkat ujian nasional_,0
1158,1,rtedt USER_MENTION udah hujan deras dikmr sendirian_ bete tingkat ujian nasional_,0
1159,2,udah hujan deras dirumah sendirian_ bete tingkat ujian nasional_,0
1160,2,serasa kaya ujian nasional lagi,1
1161,0,denpasarrt USER_MENTION soal terletak dikota manakah pelajar yang mendapatkan nilai ujian nasional tertinggi di indonesia soalcerdas,1
