,label,tweets,sentiment
7000,1,kowe ki ngopo p USER_MENTION samapi gak tidur kita USER_MENTION bulan yg lalu hari jumat. satu hari setelah ujian nasional,-1
7001,1,samapi gak tidur kita USER_MENTION bulan yg lalu hari jumat. satu hari setelah ujian nasional,-1
7002,1,tau win nulis benang bundet USER_MENTION nah tuh tai p haha un apa ujian nasional wk aku lg cont LINK,1
7003,0,tajem banget tulisan USER_MENTION menanggapi tulisan prof. kacung marijan tentang ujian nasional LINK,1
7004,2,bulan yg lalu hari jumat. satu hari setelah ujian nasional,0
7005,2,adekku mau lulus tk aja gapakek ujian nasional perpisahannya juga kagak ada band2nya d,0
7006,1,USER_MENTION asekk kaya soal ujian nasional aja rahasia negara p,1
7007,0,jakarta spfm pelaksanaan ujian nasional un terusmenerus menuai penolakan. kali ini gerakan indonesia mengg LINK,-1
7008,1,USER_MENTION USER_MENTION z knl brng bta masuk paz ujian nasional,0
7009,1,USER_MENTION surat keputusan hasul ujian nasional emanknya dulu cc ga ad,0
7010,0,menanggapi tulisan prof. kacung marijan tentang ujian nasional LINK via USER_MENTION,1
7011,0,eh udah baca ini keren lho ini tulisan gtgt USER_MENTION menanggapi tulisan prof. kacung marijan ttg ujian nasional gtgt LINK,1
7012,1,USER_MENTION belum masuk sekolah udah nge bahas tentang nilai ujian nasional. resiko kelas beginilah,-1
7013,1,USER_MENTION hey ujian nasional kan un,1
7014,1,USER_MENTION srt kterangan hsl ujian nasional cu,0
7015,2,kartu ujian nasionala sm guru ketinggalan setan,0
7016,1,USER_MENTION un ujian nasional,0
7017,1,USER_MENTION menanggapi tulisan prof. kacung marijan ttg ujian nasional gtgt LINK,1
7018,0,bagus nih d jadiin fav USER_MENTION menanggapi tulisan prof. kacung marijan ttg ujian nasional gtgt LINK,1
7019,2,kuis selevel ujian nasional sma.,0
7020,1,USER_MENTION menanggapi tulisan prof. kacung marijan ttg ujian nasional gtgt LINK,1
7021,0,klo inget masa ujian praktek ujian nasional ituuuuuuu degdegan nyaaa minta ampunn hahaha mana remed praktek kimia,-1
7022,2,menanggapi tulisan prof. kacung marijan ttg ujian nasional gtgt LINK,1
7023,0,USER_MENTION let her mb so what nilai ujian nasional jelek ygpenting udh sma niat belajar dan hasilnya bagus2 ya p,-1
7024,1,USER_MENTION kan uda mau ujian nasional,1
7025,1,nem itu ya nun nilai ujian nasional bang USER_MENTION,0
7026,2,belum masuk sekolah udah nge bahas tentang nilai ujian nasional. resiko kelas beginilah,-1
7027,2,setahun lagi aku akan mengikuti ujian nasional. rasanya sebentar aja,1
7028,1,rasane kaya keturon ora melu ujian nasional USER_MENTION r nonton bal ya USER_MENTION,1
7029,0,USER_MENTION sakit hati anggap aja itu ujian nasional kalo lo sabar maka lo lulus jadi orang paling hebat se jagad cinta d,1
7030,1,aku dpat fisika. p USER_MENTION masa sekolah USER_MENTION mendapatkan nilai matematika ujian nasional,1
7031,0,USER_MENTION smk di korea tidak ada ujian nasional karena lebih berfokus kepada kemampuan produktifkeahlian. southkorea,-1
7032,1,USER_MENTION USER_MENTION rtu.u USER_MENTION USER_MENTION tahun depan gue ujian nasional meen,0
7033,1,USER_MENTION USER_MENTION USER_MENTION rtu.u USER_MENTION USER_MENTION tahun depan gue ujian nasional meen,0
7034,1,USER_MENTION USER_MENTION rtu.u USER_MENTION USER_MENTION tahun depan gue ujian nasional meen,0
7035,1,USER_MENTION rtu.u USER_MENTION USER_MENTION tahun depan gue ujian nasional meen,0
7036,1,USER_MENTION rtu.u USER_MENTION USER_MENTION tahun depan gue ujian nasional meen,0
7037,1,rtu.u USER_MENTION USER_MENTION tahun depan gue ujian nasional meen,0
7038,1,USER_MENTION tahun depan gue ujian nasional meen kyuhyuns wife like it LINK,0
7039,1,USER_MENTION tahun depan gue ujian nasional meen kyuhyuns wife like it LINK,0
7040,1,USER_MENTION tahun depan gue ujian nasional meen,0
7041,1,USER_MENTION rtsama USER_MENTION tahun depan gue ujian nasional meen kyuhyuns wife like it LINK,0
7042,1,rtsama USER_MENTION tahun depan gue ujian nasional meen kyuhyuns wife like it LINK,0
7043,2,tahun depan gue ujian nasional meen kyuhyuns wife like it LINK,0
7044,0,USER_MENTION tendangan ujian nasional USER_MENTION ngga kalah ama si madun nama tendangannya ronaldowati itu tendangan asalisi,1
7045,0,tendangan ujian nasional USER_MENTION ngga kalah ama si madun nama tendangannya ronaldowati itu tendangan asalisi,1
7046,2,pinalti tu kayak ujian nasional yaaberjuang selama menit cm ditentuin berapa menit ini ajaa i,0
7047,2,td mukanya ronaldo kaya mau ujian nasional,1
7048,2,adu penalti dan ujian nasional punya kesamaan samasama menafikkan proses,-1
7049,0,perasaan saat mau adu penalti spanyol vs. portugal sama kayak perasaan waktu nunggu pengumuman ujian nasional haha,0
7050,2,benci atmosfernya waktu penalty macam ujian nasional,-1
7051,0,pertandingan bola itu kalo pinalti seperti anak sekolah yang sedang ikut ujian nasional dag dig dug,0
7052,1,hahaa iya maklum kan lagi sakit itu USER_MENTION USER_MENTION bukan im. itu pas un iya pas ujian nasional d,-1
7053,1,USER_MENTION bukan im. itu pas un iya pas ujian nasional d,0
7054,2,bete tingkat ujian nasional,0
7055,1,USER_MENTION USER_MENTION hape sepi banget kaya suasana ujian nasional nghaha,1
7056,1,yaa kan nulis format ibu nifas serius amat kek lagi ujian nasional USER_MENTION,0
7057,1,USER_MENTION hape sepi banget kaya suasana ujian nasional nghaha,1
7058,2,hape sepi banget kaya suasana ujian nasional nghaha,1
7059,0,belajar pikirin ujian nasional USER_MENTION jangan paksa aku buat sayang sama dia itu sama aja kamu nyiksa aku,0
7060,0,idihh USER_MENTION kenapa namanya uji nyali karena dia di uji sendirian. kalo dia di uji rame2 namanya ujian nasional tespasar,0
7061,0,kenapa namanya uji nyali karena dia di uji sendirian. kalo dia di uji rame2 namanya ujian nasional tespasar,0
