,label,tweets,sentiment
113000,2,ujian nasional sd dihapus berdasarkan pp no.32 tahun LINK,-1
113001,2,ujian nasional sd dihapus berdasarkan pp no.32 tahun LINK,-1
113002,1,hahah mngenang masa arep ujian. USER_MENTION USER_MENTION ndongane koyo arep ujian nasional wae d,0
113003,1,USER_MENTION ndongane koyo arep ujian nasional wae d,0
113004,2,kurikulum hapus ujian nasional sd okezone LINK,0
113005,2,pemerintah hapus ujian nasional sd detikcom LINK,-1
113006,0,laporan petisi reposisi ujian nasional telah dibuat dan akan terus diperbarui seiring bertambahnya jumlah LINK,0
113007,1,lho piye yo sesuk pagi aku ujian nasional e USER_MENTION ojo mas ee temenin sek ngko aku ra iso turu,0
113008,0,USER_MENTION selamat un sd dihpuskan brdasarkn peraturan pemerintah no.32 th.2013 tinggal mnunggu kbar utk smp amp sma sumber LINK,0
113009,1,amin USER_MENTION lulus akpol aminUSER_MENTION pilih pintar lulus ujian nasional,1
113010,1,yee kalo di ujian nasional itu dibenarkan tau USER_MENTION ah kamu suka salah ajasihrt USER_MENTION haha LINK,0
113011,1,lulus akpol aminUSER_MENTION pilih pintar lulus ujian nasional,1
113012,0,bulan ini adalah bulan ujian ya ujian nasional ujian hidup ujian mental ujian kerja ujian kesabaran dll semangat ujian nya,1
113013,1,USER_MENTION di marahin bokap gara gara waktu ujian nasional sd bela belain nonton juventus,1
113014,1,lukisan buat ujian nasional smp taun kemaren d USER_MENTION USER_MENTION USER_MENTION LINK,0
113015,1,USER_MENTION lulus ujian nasional,0
113016,1,pemerintahnya galau mikirin d USER_MENTION pemerintah hapus ujian nasional sd LINK,-1
113017,0,waktu ujian nasional para gmana nulis identitasnya ya seumpama namanya sony kan harus ada angkanya biar,0
113018,1,USER_MENTION selamat un sd dihapus atas peraturan pemerintah no.32 th.2013 tinggal kabar untuk smp amp sma LINK,-1
113019,0,apa perasaan anak kelas sd yang seminggu lalu ikut ujian nasional ketika mengetahui bahwa ujian nasional untuk sd tahun depan dihapus d,-1
113020,1,USER_MENTION mt USER_MENTION ralat pp ujian nasional sd ditiadakan lewat pp tgl lalu. alhamdulillah,1
113021,1,USER_MENTION nah USER_MENTION un sd dihapus tinggal nunggu yang smp n sma. ini baru good news USER_MENTION LINK,0
113022,2,sukanya men test2 bkn ujian nasional ini ckckck,-1
113023,1,nah USER_MENTION un sd dihapus tinggal nunggu yang smp n sma. ini baru good news USER_MENTION LINK,0
113024,0,USER_MENTION selamat un sd dihpuskan brdasarkn peraturan pemerintah no.32 th.2013 tinggal mnunggu kbar utk smp amp sma sumber LINK,0
113025,1,wuaasem haha gw kan kaga lagi un USER_MENTION mau belajar sabar lagi ah seperti USER_MENTION tabah menghadapi ujian nasional,1
113026,0,USER_MENTION selamat un sd dihpuskan brdasarkn peraturan pemerintah no.32 th.2013 tinggal mnunggu kbar utk smp amp sma sumber LINK,0
113027,1,USER_MENTION selamat un sd dihapus atas peraturan pemerintah no.32 th.2013 tinggal kabar untuk smp amp sma LINK,-1
113028,1,sampai sma ajalah ndak_ USER_MENTION berita ujian nasional un sdmi sederajat thn ajaran dhapskn LINK,0
113029,0,selamat un sd dihpuskan brdasarkn peraturan pemerintah no.32 th.2013 tinggal mnunggu kbar utk smp amp sma sumber LINK,0
113030,2,un sd dihapus gtgt pp no.32 tahun standar nasional pendidikan ujian nasional sd dihapus LINK,-1
113031,1,USER_MENTION selamat un sd dihapus atas peraturan pemerintah no.32 th.2013 tinggal kabar untuk smp amp sma LINK,-1
113032,1,USER_MENTION selamat un sd dihapus atas peraturan pemerintah no.32 th.2013 tinggal kabar untuk smp amp sma LINK,-1
113033,1,USER_MENTION hari lagi menuju pengumuman ujian nasional,0
113034,2,un sd di tiadakan untuk tahun depan o sumber LINK,0
113035,2,selamat un sd dihapus atas peraturan pemerintah no.32 th.2013 tinggal kabar untuk smp amp sma LINK,-1
113036,0,horre USER_MENTION berita ujian nasional un sdmi sederajat tahun ajaran dihapuskan LINK halamanriau,-1
113037,0,USER_MENTION selamat un sd dihpuskan brdasarkn peraturan pemerintah no.32 th.2013 tinggal mnunggu kbar utk smp amp sma sumber LINK,0
113038,1,USER_MENTION berita ujian nasional un sdmi sederajat tahun ajaran dihapuskan LINK,-1
113039,2,berita ujian nasional un sdmi sederajat tahun ajaran dihapuskan LINK,-1
113040,2,berita ujian nasional un sdmi sederajat tahun ajaran dihapuskan LINK halamanriau,-1
