,label,tweets,sentiment
87000,2,legislator nilai ujian nasional sd langgar konstitusi anggota komisi x dpr reni marlinawati LINK infori,-1
87001,2,openfollow legislator nilai ujian nasional sd langgar konstitusi LINK antaranews,-1
87002,2,legislator nilai ujian nasional sd langgar konstitusi LINK,-1
87003,2,legislator nilai ujian nasional sd langgar konstitusi LINK,-1
87004,2,legislator nilai ujian nasional sd langgar konstitusi LINK,-1
87005,1,nyaman sd lah kada rempong USER_MENTION mudahan ay wkkUSER_MENTION nnti pas ujian nasional bru otak berkerja haha,1
87006,2,legislator nilai ujian nasional sd langgar konstitusi LINK,-1
87007,1,jek ujian sekolah wes ngene sesok ujian nasional piye gantung diri piye USER_MENTION USER_MENTION banget un jg tak lama lagi,-1
87008,1,USER_MENTION yg penting ujian praktekujian sekolahsama ujian nasional kelar ajee duluu,0
87009,0,iyagh USER_MENTION erteh USER_MENTION kalo ada berita.tahun depan dan seterusnya bagi smasmkma ujian nasional di hilangkan. sujudayuk,0
87010,2,yg penting ujian praktekujian sekolahsama ujian nasional kelar ajee duluu,0
87011,2,yes ujian nasional jadi paket d,0
87012,0,rindu kau garuk kepala karena kepanasan rtUSER_MENTION my childhood. disaat belum ada badai seperti ujian nasional or whatever it called,0
87013,1,USER_MENTION tinggal tahap lagi come on ujian akhir sekolah dan ujian nasional,1
87014,2,legislator nilai ujian nasional sd langgar konstitusi LINK,-1
87015,2,legislator nilai ujian nasional sd langgar konstitusi LINK,-1
87016,2,legislator nilai ujian nasional sd langgar konstitusi LINK,-1
87017,0,bigerteh USER_MENTION kalo ada berita.tahun depan dan seterusnya bagi smasmkma ujian nasional di hilangkan.sujudayukur tanda bahagia,1
87018,1,waah abangku pengertian nih tengkyuuu haha USER_MENTION USER_MENTION USER_MENTION kisikisi soal ujian nasional un sd smp sma,0
87019,0,USER_MENTION abis ulum selang berapa hari ujian sekolah selang beberapa hari ujian nasional,-1
87020,0,cemungut kaka3rt USER_MENTION tinggal tahap lagi come on ujian akhir sekolah dan ujian nasional,1
87021,2,ujian nasional untuk sd langgar uud suara pembaruan LINK,-1
87022,0,erteh USER_MENTION kalo ada berita.tahun depan dan seterusnya bagi smasmkma ujian nasional di hilangkan. sujudayukur tanda bahagia,1
87023,1,semngt adek USER_MENTION USER_MENTION ujian nasional,0
87024,2,legislator nilai ujian nasional sd langgar konstitusi LINK,-1
87025,1,rtrtrtrtrtrt USER_MENTION bisa nggak matematika ditiadakan di ujian nasional LINK,0
87026,0,kalo ada berita.tahun depan dan seterusnya bagi smasmkma ujian nasional di hilangkan. sujudayukur tanda bahagia,1
87027,0,because f ck us USER_MENTION smp tahun masa depan ditentukan oleh ujian nasional yg cuman hari miris,1
87028,2,bisa nggak matematika ditiadakan di ujian nasional LINK,0
87029,1,USER_MENTION ujian nasional,0
87030,0,USER_MENTION USER_MENTION jangan salahkan murid jika banyak yg jatuh sakit menjelang ujian nasional karena tidak ada waktu istiraht,0
87031,2,tinggal tahap lagi come on ujian akhir sekolah dan ujian nasional,1
87032,0,maret penuh ujian. semester praktek ujian sekolah. bulan depan april ujian nasional. mei pengumuman un dan snmptn.,0
87033,2,keren itu kalo sebelum kita mau ujian nasional kita lakukan harlem shake bareng pengawas b siswagokil,1
87034,1,selamat malam abang USER_MENTION abangberi aku tips dong buat nanti ujian nasional d,0
87035,1,USER_MENTION ujian nasional untuk sd langgar uud LINK LINK,-1
87036,1,mudahan ay wkkUSER_MENTION nnti pas ujian nasional bru otak berkerja haha USER_MENTION haduh otak kapan pinternya sih,-1
87037,0,USER_MENTION smp tahun masa depan ditentukan oleh ujian nasional yg cuman hari miris,1
87038,0,fokus ke ujian nasional jangan mikirin sesuatu yang bukan menentukan masa depan gw dan menangislah karena bahagia.,-1
87039,0,ah bulan depan april ujian nasional. waktu memang tak terasa selalu saja berlalu dengan cepat.,1
87040,1,mati aja wkwkUSER_MENTION ujian nasional diruang kepala sekolah biar lebih greget,-1
87041,0,USER_MENTION jangan salahkan murid jika banyak yg jatuh sakit menjelang ujian nasional karena tidak ada waktu istirahat.,1
87042,1,USER_MENTION USER_MENTION USER_MENTION ntar abis ujian nasional ajaaa,-1
87043,1,sakmerdekamu USER_MENTION soal ujian nasional ditambah jadi paket. LINK,1
87044,1,USER_MENTION ujian praktek aja udah cape.apalagi mau ujian nasional,0
87045,0,USER_MENTION jangan salahkan murid jika banyak yg jatuh sakit menjelang ujian nasional karena tidak ada waktu istirahat.,1
87046,2,hari menuju ujian nasional ayooo semangat belajar semangat semangat,1
87047,2,ujian nasional diruang kepala sekolah biar lebih greget,0
87048,2,smp tahun masa depan ditentukan oleh ujian nasional yg cuman hari miris,1
87049,0,ujian nasional ujian nasional ujian nasional ujian nasional ujian nasional ujian nasional ujian nasional,0
87050,1,USER_MENTION soal ujian nasional ditambah jadi paket. LINK,1
87051,0,USER_MENTION ngeri. soal ujian nasional skrg pengelompokan soalnya pake barcode. tahun depan pake kode ghaib kali ya.,-1
87052,2,mau ujian nasional,0
87053,0,USER_MENTION jangan salahkan murid jika banyak yg jatuh sakit menjelang ujian nasional karena tidak ada waktu istirahat.,1
